,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
4752,CA02,0140106408,WAL-M foundation,2020-05-01 08:51:34.500000000,2020,2960621958.0,2020-03-19 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-26 00:00:00.000000000,CA10,3201.2749999999996,16-30
4753,U001,0200486270,BAR trust,2020-06-13 00:20:29.875000000,2020,1930850828.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAA8,5520.37,16-30
4754,U001,0200769623,WAL-MAR associates,2020-04-10 06:32:46.750000000,2020,1930630194.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAH4,38862.67,16-30
4755,CA02,0140104409,LOB systems,2020-05-14 22:56:24.500000000,2020,2960628243.0,2020-04-14 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-23 00:00:00.000000000,CA10,49135.520000000004,0-15
4756,CA02,0140104392,FLANAG corporation,2020-04-03 23:06:47.250000000,2020,2960620101.0,2020-03-10 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-11 00:00:00.000000000,CA10,2910.46,0-15
4757,CA02,0140104249,SOB in,2020-04-30 20:41:11.125000000,2020,2960625211.0,2020-03-28 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-04-05 00:00:00.000000000,CA10,85286.117,16-30
4758,U001,0200707822,PUBLI in,2020-05-25 09:26:35.968750000,2020,1930874008.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,49473.78,0-15
4759,U001,0200785971,SYSCO  llc,2020-03-20 19:28:29.437500000,2020,1930580407.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,33093.29,0-15
4760,U001,0200769623,WAL-MAR us,2020-05-12 02:03:13.250000000,2020,1930775134.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAH4,45985.3,16-30
4761,U001,0200792734,MDV/ systems,2020-04-11 11:47:15.250000000,2020,1930687468.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,1867.2,0-15
4762,U001,0200769623,WAL-MAR associates,2020-04-29 16:48:26.250000000,2020,1930731481.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAH4,17947.4,0-15
4763,U001,0200974851,RESTA trust,2020-04-05 14:12:57.687500000,2020,1930659637.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,4228.63,0-15
4764,U001,0200743129,BROOKS ,2020-05-14 10:26:56.898437500,2020,1930837945.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,139764.96,0-15
4765,U001,0200759878,SA us,2020-05-07 16:59:05.750000000,2020,1930581173.0,2020-02-29 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAGD,18084.61,0-15
4766,U001,0200353024,DECA ,2020-05-10 00:59:30.335937500,2020,1930817278.0,2020-04-23 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM4,64.8,0-15
4767,CA02,0140106408,WAL-M trust,2020-04-26 20:59:15.000000000,2020,2960622846.0,2020-03-21 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-21 00:00:00.000000000,CA10,69533.485,16-30
4768,U001,0200592182,DECA corporation,2020-04-21 06:58:30.515625000,2020,1930792365.0,2020-04-16 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,2603.9,
4769,U001,0200769623,WAL-MAR associates,2020-04-29 16:48:26.250000000,2020,1930729131.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAH4,28050.27,0-15
4770,U002,200501669,WAL MA corporation,2020-06-06 10:20:14.875000000,2020,1990572913.0,2020-04-11 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAG2,16381.68,16-30
4771,U001,0200020431,DEC co,2020-04-21 12:58:23.015625000,2020,1930764987.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,5194.51,
4772,U001,200769623,WAL-MAR foundation,2020-06-07 22:25:13.000000000,2020,1930876207.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAH4,56148.14,0-15
4773,U001,0200353024,DECA us,2020-04-08 22:25:58.859375000,2020,1930761182.0,2020-04-08 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM2,5805.44,
4774,U001,0200416837,DEC trust,2020-03-05 12:36:14.203125000,2020,1930599758.0,2020-03-04 00:00:00.000000000,2020-03-08 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM1,4944.97,
4775,U001,0200540723,LAKE systems,2020-07-11 07:48:45.843750000,2020,1930669505.0,2020-03-18 00:00:00.000000000,2020-07-07 00:00:00.000000000,2020-03-18 00:00:00.000000000,90M7,85503.6,0-15
4776,U001,0200726979,BJ'S  in,2020-05-01 03:22:43.070312500,2020,1930782461.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,472.81,0-15
4777,U001,200769623,WAL-MAR co,2020-06-09 10:48:30.375000000,2020,1930883873.0,2020-05-10 00:00:00.000000000,2020-05-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,NAH4,70630.5,16-30
4778,U001,0200769623,WAL-MAR trust,2020-05-01 03:24:22.250000000,2020,1930717597.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,1329.23,16-30
4779,U001,0200729942,SA ,2020-05-07 22:20:01.531250000,2020,1930798847.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAA8,16360.32,0-15
4780,U001,0200769623,WAL-MAR corporation,2020-04-08 01:54:15.250000000,2020,1930621466.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,32525.73,16-30
4781,U001,0200707822,PUBLI corporation,2020-04-17 18:33:17.562500000,2020,1930731786.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,48498.04,0-15
4782,U001,0200726979,BJ'S  corp,2020-05-03 00:33:15.625000000,2020,1930780612.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAA8,165.9,0-15
4783,U001,0200744019,TARG us,2020-05-26 07:08:59.250000000,2020,1930856888.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,21541.5,0-15
4784,U001,0200769623,WAL-MAR ,2020-05-19 01:19:06.375000000,2020,1930800294.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,15916.28,16-30
4785,U001,0200416837,DEC foundation,2020-05-25 21:22:17.484375000,2020,1930872175.0,2020-05-07 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,73.32,0-15
4786,U001,0200337148,COAS systems,2020-05-17 19:02:52.375000000,2020,1930819748.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,1.66,0-15
4787,U001,0200762301,C&S WH ,2020-04-13 21:31:37.656250000,2020,1930705341.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAC6,1542.24,0-15
4788,U001,0200769623,WAL-MAR foundation,2020-05-27 16:41:21.750000000,2020,1930823106.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,1400.27,16-30
4789,CA02,0140104409,LOB trust,2020-04-11 04:59:27.375000000,2020,2960619370.0,2020-03-12 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-20 00:00:00.000000000,CA10,47598.32,0-15
4790,U001,0200726979,BJ'S  systems,2020-04-08 00:17:35.593750000,2020,1930674458.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAA8,423.54,0-15
4791,U001,0200769623,WAL-MAR trust,2020-04-30 09:09:53.750000000,2020,1930731026.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAH4,1991.84,0-15
4792,U001,200769623,WAL-MAR in,2020-06-07 20:31:08.750000000,2020,1930877792.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAH4,10928.44,0-15
4793,U001,200769623,WAL-MAR co,2020-06-10 10:48:30.375000000,2020,1930891775.0,2020-05-11 00:00:00.000000000,2020-05-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,NAH4,44632.42,16-30
4794,U001,0200769623,WAL-MAR corp,2020-05-28 19:06:05.000000000,2020,1930838635.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAH4,9144.48,0-15
4795,CA02,0140104225,SAVE-ON- in,2020-04-02 01:55:49.937500000,2020,2960619962.0,2020-03-11 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-11 00:00:00.000000000,CA10,86942.317,0-15
4796,U001,0200776463,KROGE associates,2020-05-13 10:59:18.031250000,2020,1930818843.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,111263.73,0-15
4797,U001,0200769623,WAL-MAR associates,2020-05-06 07:41:44.750000000,2020,1930758567.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,17754.13,16-30
4798,U001,0200729942,SA associates,2020-04-25 11:52:39.750000000,2020,1930755360.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,4999.2,0-15
4799,U001,0200772595,SAFEW trust,2020-04-30 18:18:16.437500000,2020,1930777681.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAA8,117287.14,0-15
4800,U001,0200148860,DOLLA in,2020-05-02 17:38:17.906250000,2020,1930804887.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,96517.18,
4801,U001,0200416837,DEC associates,2020-04-19 02:27:36.781250000,2020,1930812838.0,2020-04-22 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM1,1536.43,
4802,U001,0200759878,SA corporation,2020-04-06 06:45:51.125000000,2020,1930655361.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAH4,13455.34,0-15
4803,U001,0200769623,WAL-MAR us,2020-04-28 18:32:04.625000000,2020,1930719052.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,28232.78,16-30
4804,U001,0200781803,JRD llc,2020-03-26 00:55:38.156250000,2020,1930609910.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAA8,14981.98,0-15
4805,U001,0200820380,SMITH'S associates,2020-04-12 04:37:35.687500000,2020,1930673957.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,2803.15,0-15
4806,U001,0200705742,DOT llc,2020-03-07 04:23:36.750000000,2020,1930571260.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,21926.82,
4807,U001,0200792283,SYSCO  systems,2020-04-12 00:07:19.281250000,2020,1930600894.0,2020-03-06 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-06 00:00:00.000000000,NA32,26345.09,0-15
4808,U001,0200729290,KROGER us,2020-04-12 20:32:21.656250000,2020,1930691582.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,15569.69,0-15
4809,U001,0200707822,PUBLI foundation,2020-04-18 06:06:18.406250000,2020,1930716512.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,153476.09,0-15
4810,U001,0200230690,DECA systems,2020-05-08 10:38:43.734375000,2020,1930858932.0,2020-05-05 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM2,38916.22,
4811,U001,0200592182,DECA systems,2020-04-21 02:11:19.109375000,2020,1930789795.0,2020-04-16 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,17319.56,
4812,U001,0200439158,POST  us,2020-03-26 20:03:22.375000000,2020,1930594241.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAA8,17916.0,0-15
4813,CA02,140104249,SOB us,2020-05-22 10:17:09.250000000,2020,2960629307.0,2020-04-17 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-26 00:00:00.000000000,CA10,45196.21399999999,16-30
4814,U001,0200744019,TARG corp,2020-05-20 22:40:51.031250000,2020,1930830988.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAA8,15724.54,0-15
4815,U001,0200769623,WAL-MAR trust,2020-05-07 06:18:04.750000000,2020,1930745487.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,31744.24,16-30
4816,U001,0200353024,DECA corp,2020-04-26 09:11:03.171875000,2020,1930761253.0,2020-04-08 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,245.52,0-15
4817,U001,0200769623,WAL-MAR us,2020-04-21 18:51:59.375000000,2020,1930683878.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAH4,22502.78,16-30
4818,U001,0200755701,ASSOCI systems,2020-05-22 21:49:52.679687500,2020,1930861139.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,33336.32,0-15
4819,U001,0200769623,WAL-MAR in,2020-04-26 01:41:59.375000000,2020,1930708347.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAH4,38135.13,16-30
4820,U001,0200726979,BJ'S  us,2020-05-19 22:02:15.750000000,2020,1930825969.0,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAA8,132.72,0-15
4821,U001,0200744019,TARG ,2020-04-18 03:42:09.187500000,2020,1930714375.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,31838.22,0-15
4822,U001,0200148860,DOLLA corporation,2020-04-27 02:32:05.500000000,2020,1930801167.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAA8,69758.27,
4823,CA02,0140104409,LOB systems,2020-04-28 04:11:20.625000000,2020,2960626347.0,2020-04-05 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-06 00:00:00.000000000,CA10,8922.186,0-15
4824,U001,0200743996,STATER  co,2020-04-30 16:23:24.000000000,2020,1930593231.0,2020-03-03 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAGD,10606.91,
4825,U001,0200744019,TARG co,2020-05-17 21:07:33.187500000,2020,1930828192.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,37712.64,0-15
4826,U001,0200769623,WAL-MAR associates,2020-04-28 23:01:38.375000000,2020,1930719319.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,23436.13,0-15
4827,U001,0200726979,BJ'S  co,2020-03-23 21:38:46.000000000,2020,1930584348.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAA8,278.32,0-15
4828,U001,0200769623,WAL-MAR corporation,2020-04-15 12:01:36.500000000,2020,1930655129.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAH4,21195.64,16-30
4829,U001,0200769623,WAL-MAR llc,2020-05-22 03:33:27.875000000,2020,1930793268.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAH4,245.14,16-30
4830,U001,0200980828,BEN E llc,2020-03-13 06:04:12.312500000,2020,1930612303.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAA8,35975.1,
4831,U001,0200769623,WAL-MAR trust,2020-05-31 09:18:55.625000000,2020,1930847531.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAH4,14779.92,0-15
4832,U001,0200726979,BJ'S  corporation,2020-04-30 12:57:37.000000000,2020,1930760950.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,55.21,0-15
4833,U001,0200571849,US  in,2020-04-28 22:35:07.125000000,2020,1930692228.0,2020-03-27 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAD1,193.05,0-15
4834,U001,0200769623,WAL-MAR foundation,2020-05-21 04:40:05.500000000,2020,1930812780.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,1898.9,16-30
4835,CA02,0140106408,WAL-M llc,2020-05-03 07:13:33.000000000,2020,2960624164.0,2020-03-27 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-27 00:00:00.000000000,CA10,13106.702,16-30
4836,CA02,CCU001,KRAFT  us,2020-05-12 19:51:22.000000000,2020,2960622243.0,2020-03-25 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAG2,19143.431999999997,0-15
4837,CA02,0140104429,COSTCO corporation,2020-05-29 14:07:12.312500000,2020,2960632748.0,2020-05-07 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-08 00:00:00.000000000,CA10,3044.615,0-15
4838,CA02,0140104409,LOB co,2020-05-07 05:22:08.625000000,2020,2960628446.0,2020-04-14 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-15 00:00:00.000000000,CA10,45808.161,0-15
4839,U001,0200794332,COST corporation,2020-04-03 02:29:12.187500000,2020,1930659885.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAAX,1390.46,0-15
4840,U001,0200769623,WAL-MAR llc,2020-04-03 11:36:05.000000000,2020,1930584496.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,15346.83,16-30
4841,U001,0200769623,WAL-MAR corp,2020-05-27 01:23:38.875000000,2020,1930828900.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAH4,14427.49,16-30
4842,CA02,0140106372,G T  associates,2020-06-09 07:29:16.875000000,2020,2960631587.0,2020-05-07 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-08 00:00:00.000000000,CA10,3033.6739999999995,16-30
4843,U001,0200148860,DOLLA in,2020-03-23 02:51:47.109375000,2020,1930631205.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,61393.52,
4844,U001,0200769623,WAL-MAR trust,2020-05-26 15:43:00.500000000,2020,1930826947.0,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAH4,1898.2,16-30
4845,U001,0200769623,WAL-MAR associates,2020-03-29 15:46:50.125000000,2020,1930580080.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAH4,1242.68,0-15
4846,U001,0200769623,WAL-MAR foundation,2020-05-18 11:26:33.750000000,2020,1930797463.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAH4,11079.7,16-30
4847,U001,0200769623,WAL-MAR llc,2020-04-27 02:06:23.125000000,2020,1930709298.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,11928.26,16-30
4848,U001,0200769623,WAL-MAR us,2020-04-30 18:32:04.625000000,2020,1930719221.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,29060.16,16-30
4849,U001,0200418007,AM ,2020-03-24 09:12:59.375000000,2020,1930635096.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,21984.52,
4850,U001,200891601,POWE co,2020-06-11 16:55:07.750000000,2020,1930791366.0,2020-04-16 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAD5,24974.53,16-30
4851,U001,0200148860,DOLLA in,2020-04-13 16:29:44.828125000,2020,1930729690.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,8091.47,
4852,U001,0200769623,WAL-MAR us,2020-05-07 02:10:34.875000000,2020,1930749432.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,3792.9,16-30
4853,U001,200726979,BJ'S  trust,2020-04-14 16:03:31.582031250,2020,1930714350.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,70195.51,0-15
4854,U001,0200956366,RICH corporation,2020-04-25 21:10:51.687500000,2020,1930749448.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,50917.68,0-15
4855,U001,0200769623,WAL-MAR associates,2020-05-10 07:54:06.500000000,2020,1930769321.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAH4,27752.41,16-30
4856,U001,0200769623,WAL-MAR us,2020-05-24 14:59:33.625000000,2020,1930819029.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAH4,5932.07,16-30
4857,U001,0200769623,WAL-MAR llc,2020-04-28 19:28:47.375000000,2020,1930724445.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,35048.78,0-15
4858,U001,0200769623,WAL-MAR systems,2020-05-28 09:24:52.000000000,2020,1930832692.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,2357.81,16-30
4859,U001,0200769623,WAL-MAR ,2020-04-30 18:00:45.750000000,2020,1930731981.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,14816.29,0-15
4860,U001,0200759878,SA trust,2020-04-15 22:32:33.968750000,2020,1930715275.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,32822.76,0-15
4861,U001,0200707822,PUBLI trust,2020-05-26 15:43:23.156250000,2020,1930876120.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,116027.62,0-15
4862,U001,0200769623,WAL-MAR ,2020-05-27 00:09:36.125000000,2020,1930825709.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAH4,9539.73,16-30
4863,U001,0200769623,WAL-MAR llc,2020-04-11 10:54:11.125000000,2020,1930635650.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAH4,756.91,16-30
4864,CA02,0140104240,FEDER corporation,2020-05-11 20:07:43.437500000,2020,2960626696.0,2020-04-12 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-20 00:00:00.000000000,CA10,84277.781,0-15
4865,U001,0200706844,WINC systems,2020-04-20 20:33:18.000000000,2020,1930674341.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,4051.5,16-30
4866,U001,0200772670,ASSOCIAT trust,2020-04-29 14:25:29.894531250,2020,1930785325.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAU5,152343.61,0-15
4867,U001,0200769623,WAL-MAR systems,2020-04-14 19:14:55.625000000,2020,1930646491.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,10235.12,16-30
4868,U001,0200744019,TARG in,2020-04-13 22:48:47.468750000,2020,1930689603.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,18532.12,0-15
4869,U001,0100001196,DOLLAR trust,2020-03-21 08:23:30.296875000,2020,1930599851.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,47755.05,0-15
4870,U001,200749225,SUPER  foundation,2020-05-20 09:27:33.031250000,2020,1930843961.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAA8,46622.45,0-15
4871,U001,0200744019,TARG corp,2020-05-20 15:24:14.937500000,2020,1930843541.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAA8,12500.26,0-15
4872,U001,0200769623,WAL-MAR ,2020-04-29 12:06:12.500000000,2020,1930706506.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,1572.73,16-30
4873,U001,0200418007,AM corporation,2020-03-31 23:03:33.468750000,2020,1930646839.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,7647.74,
4874,U001,0200726979,BJ'S  llc,2020-05-02 21:20:08.812500000,2020,1930779987.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAA8,232.26,0-15
4875,U001,0200769623,WAL-MAR associates,2020-04-23 22:00:13.250000000,2020,1930686281.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,51314.88,0-15
4876,U001,0200900909,SYSCO associates,2020-03-25 05:29:27.593750000,2020,1930605670.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,1207.72,0-15
4877,U001,0200793568,SUPE foundation,2020-05-27 14:56:40.468750000,2020,1930877252.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,910.25,0-15
